0.0,8.0,163.3526,7.7465,17.96685,22.13479,30.6663,1.0
1.0,8.0,163.3526,8.047179,17.77863,22.02575,30.66848,1.0
2.0,5.0,163.3526,8.102031,17.75699,22.18356,30.74457,1.0
3.0,8.0,70.86041,8.244102,18.00192,22.27452,30.81522,1.0
4.0,8.0,163.3526,8.239791,17.80411,22.08877,30.81522,1.0
5.0,7.0,163.3526,8.223196,17.80301,22.25973,30.8837,1.0
6.0,8.0,70.86041,8.357732,17.97068,22.4011,31.00652,1.0
7.0,5.0,70.86041,8.488542,17.98849,22.48137,31.0913,1.0
8.0,8.0,163.3526,8.233334,17.93342,22.15753,30.86957,1.0
9.0,8.0,163.3526,8.464641,17.90192,22.18822,30.92174,1.0
10.0,8.0,163.3526,8.273404,17.90658,22.23562,30.97283,1.0
11.0,8.0,163.3526,8.267539,17.93808,22.30904,31.01196,1.0
12.0,8.0,163.3526,8.33125,17.95233,22.43973,31.23587,1.0
13.0,8.0,163.3526,8.360104,17.90986,22.4874,31.32935,1.0
14.0,8.0,70.86041,8.527835,17.75945,22.50027,31.38804,1.0
15.0,6.0,70.86041,8.57268,17.75397,22.53562,31.43913,1.0
16.0,8.0,70.86041,8.697423,17.64329,22.40959,31.28804,1.0
17.0,5.0,70.86041,9.167526,17.62192,22.45644,31.16196,1.0
18.0,2.0,70.86041,9.1785,17.4537,22.34986,31.06631,1.0
19.0,4.0,80.24583,9.538424,17.02548,22.04712,30.7413,1.0
20.0,7.0,80.24583,9.784159,16.98685,22.0789,30.6587,1.0
21.0,8.0,127.7633,9.740292,17.77617,22.62959,31.01304,1.0
22.0,7.0,127.7633,9.662319,17.93069,22.74932,31.09783,1.0
23.0,8.0,163.3526,8.263186,17.91753,22.11973,30.80435,1.0
24.0,8.0,163.3526,8.399445,17.92192,22.15753,30.86957,1.0
25.0,8.0,163.3526,8.506078,17.87315,22.18822,30.92174,1.0
26.0,8.0,163.3526,8.542934,17.89397,22.23562,30.97283,1.0
27.0,8.0,163.3526,8.387959,17.9337,22.30904,31.01196,1.0
28.0,8.0,163.3526,8.348969,17.89206,22.43973,31.23587,1.0
29.0,8.0,163.3526,8.197488,17.82904,22.4874,31.32935,1.0
30.0,8.0,70.86041,8.449746,17.68986,22.50027,31.38804,1.0
31.0,8.0,70.86041,8.544898,17.63041,22.53562,31.43913,1.0
32.0,5.0,70.86041,8.659694,17.54795,22.40959,31.28804,1.0
33.0,8.0,70.86041,8.705527,17.50959,22.53123,31.225,1.0
34.0,7.0,70.86041,8.780597,17.50986,22.52329,31.16522,1.0
35.0,7.0,70.86041,8.812745,17.39534,22.45644,31.16196,1.0
36.0,3.0,70.86041,8.985785,17.25534,22.34986,31.06631,1.0
37.0,8.0,80.24583,9.057281,17.16877,22.04712,30.7413,1.0
38.0,8.0,80.24583,9.194712,17.19617,22.0789,30.6587,1.0
39.0,4.0,80.24583,9.224056,17.25863,22.51589,30.91196,1.0
40.0,8.0,80.24583,8.958257,17.26657,22.42438,30.87609,1.0
41.0,7.0,80.24583,8.922273,17.29918,22.47041,30.87174,1.0
42.0,5.0,130.8981,8.885973,17.34438,22.48986,30.89348,1.0
43.0,3.0,130.8981,9.13653,17.38959,22.45671,30.88587,1.0
44.0,8.0,130.8981,9.254338,17.39342,22.40575,30.875,1.0
45.0,8.0,130.8981,9.434403,17.36712,22.33836,30.84565,1.0
46.0,5.0,127.7633,9.418181,17.37425,22.3189,30.84783,1.0
47.0,5.0,127.7633,9.5125,17.49233,22.39863,30.91413,1.0
48.0,3.0,127.7633,9.58,17.48986,22.39068,30.90435,1.0
49.0,5.0,127.7633,9.623611,17.29397,22.21945,30.80761,1.0
50.0,5.0,329.9328,9.707374,17.04986,21.99945,30.65217,1.0
51.0,8.0,329.9328,9.765909,16.97753,21.93699,30.54022,1.0
52.0,3.0,329.9328,9.848402,17.19973,22.13123,30.65761,1.0
53.0,8.0,387.6551,9.706912,17.53151,22.43616,30.84783,1.0
54.0,8.0,387.6551,9.693954,17.8474,22.74767,31.05435,1.0
55.0,8.0,1586.883,9.498139,18.25507,23.30877,31.44022,1.0
56.0,8.0,99.44033,9.563507,18.47589,23.2589,31.42065,1.0
57.0,8.0,99.44033,9.420277,18.28274,23.16849,31.38043,1.0
58.0,8.0,637.4731,9.361927,18.21918,23.11973,31.37283,1.0
59.0,8.0,637.4731,9.387963,18.22904,23.1389,31.40544,1.0
60.0,8.0,163.3526,8.498296,17.84274,22.0326,30.66522,1.0
61.0,8.0,163.3526,8.333149,17.8463,22.10849,30.82609,1.0
62.0,8.0,163.3526,8.313514,17.81096,22.18384,30.94022,1.0
63.0,8.0,163.3526,8.468306,17.78164,22.22027,31.00978,1.0
64.0,8.0,163.3526,8.508649,17.79069,22.30301,31.04457,1.0
65.0,8.0,163.3526,8.379167,17.83151,22.40301,31.0913,1.0
66.0,8.0,163.3526,8.1605,17.85342,22.52384,31.45652,1.0
67.0,8.0,163.3526,8.2015,17.80466,22.57205,31.56196,1.0
68.0,8.0,70.86041,8.422613,17.55151,22.59726,31.62935,1.0
69.0,8.0,70.86041,8.511558,17.47452,22.58959,31.63804,1.0
70.0,8.0,70.86041,8.644724,17.37315,22.52904,31.57283,1.0
71.0,5.0,70.86041,8.559114,17.39726,22.45534,31.34783,1.0
72.0,3.0,70.86041,8.646602,17.2463,22.4348,31.21304,1.0
73.0,8.0,70.86041,8.596666,17.28466,22.34055,31.18044,1.0
74.0,8.0,70.86041,8.801914,17.14795,22.15671,30.97717,1.0
75.0,8.0,80.24583,8.821495,17.05918,22.05342,30.83804,1.0
76.0,5.0,80.24583,8.701351,17.00301,22.16329,30.82609,1.0
77.0,5.0,80.24583,8.795536,16.84849,22.35205,30.84891,1.0
78.0,2.0,80.24583,9.153363,16.63452,22.47041,30.87174,1.0
79.0,8.0,130.8981,9.151363,16.94027,22.48986,30.89348,1.0
80.0,7.0,130.8981,9.30362,16.97671,22.45671,30.88587,1.0
81.0,8.0,130.8981,9.409417,16.9789,22.40575,30.875,1.0
82.0,7.0,130.8981,9.500444,16.91041,22.33836,30.84565,1.0
83.0,8.0,127.7633,9.430531,17.01753,22.3189,30.84783,1.0
84.0,8.0,127.7633,9.455358,17.09205,22.39863,30.91413,1.0
85.0,8.0,329.9328,9.634685,16.7,21.99945,30.65217,1.0
86.0,5.0,329.9328,9.815982,16.70712,21.93699,30.54022,1.0
87.0,7.0,329.9328,9.908334,16.83397,22.13123,30.65761,1.0
88.0,9.0,387.6551,9.657466,17.04986,22.43616,30.84783,1.0
89.0,5.0,1586.883,9.785714,17.2211,22.74767,31.05435,1.0
90.0,8.0,1586.883,9.547926,17.64986,23.30877,31.44022,1.0
91.0,8.0,99.44033,9.484018,17.65425,23.2589,31.42065,1.0
92.0,8.0,99.44033,9.369863,17.94603,23.16849,31.38043,1.0
93.0,5.0,637.4731,9.358447,17.96521,23.11973,31.37283,1.0
94.0,8.0,637.4731,9.33105,17.97014,23.1389,31.40544,1.0
95.0,8.0,74.4384,9.262444,17.87233,23.10247,31.38152,1.0
96.0,8.0,74.4384,9.297748,17.79452,23.01644,31.28696,1.0
97.0,8.0,163.3526,8.3,17.85069,21.72356,30.42935,1.0
98.0,8.0,163.3526,8.29422,17.79945,21.65589,30.38261,1.0
99.0,8.0,163.3526,8.491907,17.75151,21.83288,30.60109,1.0
100.0,8.0,163.3526,8.498296,17.84274,21.98767,30.68044,1.0
101.0,8.0,163.3526,8.308197,17.77397,22.08301,30.84783,1.0
102.0,8.0,163.3526,8.342703,17.75123,22.14384,30.96956,1.0
103.0,8.0,163.3526,8.472282,17.72274,22.20247,31.06631,1.0
104.0,5.0,163.3526,8.498931,17.69507,22.30055,31.19022,1.0
105.0,8.0,163.3526,8.325129,17.68822,22.41096,31.2587,1.0
106.0,8.0,163.3526,8.182587,17.70082,22.57233,31.49457,1.0
107.0,8.0,163.3526,8.218408,17.6726,22.60932,31.70543,1.0
108.0,8.0,163.3526,8.319307,17.46274,22.59534,31.75543,1.0
109.0,5.0,70.86041,8.337255,17.3389,22.56548,31.74783,1.0
110.0,8.0,70.86041,8.570098,17.03342,22.48192,31.61739,1.0
111.0,8.0,70.86041,8.664286,16.9348,22.28658,31.12391,1.0
112.0,8.0,70.86041,8.762736,16.87178,22.16767,31.04565,1.0
